book_code,book_title,book_author,book_downloads,book_content,book_score
10007,Carmilla,Joseph Sheridan Le Fanu,5539," Upon a paper attached to the Narrative which follows, Doctor Hesselius has written a rather elaborate note, which he accompanies with a reference to his Essay on the strange subject which the MS. illuminates. This mysterious subject he treats, in that Essay, with his usual learning and acumen, and with remarkable directness and condensation. It will form but one volume of the series of that extraordinary man’s collected papers. As I publish the case, in this volume, simply to interest the “laity,” I shall forestall the intelligent lady, who relates it, in nothing; and after due consideration, I have determined, therefore, to abstain from presenting any prÃ©cis of the learned Doctor’s reasoning, or extract from his statement on a subject which he describes as “involving, not improbably, some of the profoundest arcana of our dual existence, and its intermediates.” I was anxious on discovering this paper, to reopen the correspondence commenced by Doctor Hesselius, so many years before, with a person so clever and careful as his informant seems to have been. Much to my regret, however, I found that she had died in the interval. She, probably, could have added little to the Narrative which she communicates in the following pages, with, so far as I can pronounce, such conscientious particularity. In Styria, we, though by no means magnificent people, inhabit a castle, or schloss. A small income, in that part of the world, goes a great way. Eight or nine hundred a year does wonders. Scantily enough ours would have answered among wealthy people at home. My father is English, and I bear an English name, although I never saw England. But here, in this lonely and primitive place, where everything is so marvelously cheap, I really don’t see how ever so much more money would at all materially add to our comforts, or even luxuries. My father was in the Austrian service, and retired upon a pension and his patrimony, and purchased this feudal residence, and the small estate on which it stands, a bargain. Nothing can be more picturesque or solitary. It stands on a slight eminence in a forest. The road, very old and narrow, passes in front of its drawbridge, never raised in my time, and its moat, stocked with perch, and sailed over by many swans, and floating on its surface white fleets of water lilies. Over all this the schloss shows its many-windowed front; its towers, and its Gothic chapel. The forest opens in an irregular and very picturesque glade before its gate, and at the right a steep Gothic bridge carries the road over a stream that winds in deep shadow through the wood. I have said that this is a very lonely place. Judge whether I say truth. Looking from the hall door towards the road, the forest in which our castle stands extends fifteen miles to the right, and twelve to the left. The nearest inhabited village is about seven of your English miles to the left. The nearest inhabited schloss of any historic associations, is that of old General Spielsdorf, nearly twenty miles away to the right.",-2.5482986645169605
766,David Copperfield,Charles Dickens,5482," I do not find it easy to get sufficiently far away from this Book, in the first sensations of having finished it, to refer to it with the composure which this formal heading would seem to require. My interest in it, is so recent and strong; and my mind is so divided between pleasure and regret—pleasure in the achievement of a long design, regret in the separation from many companions—that I am in danger of wearying the reader whom I love, with personal confidences, and private emotions. Besides which, all that I could say of the Story, to any purpose, I have endeavoured to say in it. It would concern the reader little, perhaps, to know, how sorrowfully the pen is laid down at the close of a two-years’ imaginative task; or how an Author feels as if he were dismissing some portion of himself into the shadowy world, when a crowd of the creatures of his brain are going from him for ever. Yet, I have nothing else to tell; unless, indeed, I were to confess (which might be of less moment still) that no one can ever believe this Narrative, in the reading, more than I have believed it in the writing. Instead of looking back, therefore, I will look forward. I cannot close this Volume more agreeably to myself, than with a hopeful glance towards the time when I shall again put forth my two green leaves once a month, and with a faithful remembrance of the genial sun and showers that have fallen on these leaves of David Copperfield, and made me happy. I REMARKED in the original Preface to this Book, that I did not find it easy to get sufficiently far away from it, in the first sensations of having finished it, to refer to it with the composure which this formal heading would seem to require. My interest in it was so recent and strong, and my mind was so divided between pleasure and regret—pleasure in the achievement of a long design, regret in the separation from many companions—that I was in danger of wearying the reader with personal confidences and private emotions. Besides which, all that I could have said of the Story to any purpose, I had endeavoured to say in it. It would concern the reader little, perhaps, to know how sorrowfully the pen is laid down at the close of a two-years’ imaginative task; or how an Author feels as if he were dismissing some portion of himself into the shadowy world, when a crowd of the creatures of his brain are going from him for ever. Yet, I had nothing else to tell; unless, indeed, I were to confess (which might be of less moment still), that no one can ever believe this Narrative, in the reading, more than I believed it in the writing. So true are these avowals at the present day, that I can now only take the reader into one confidence more. Of all my books, I like this the best. It will be easily believed that I am a fond parent to every child of my fancy, and that no one can ever love that family as dearly as I love them. But, like many fond parents, I have in my heart of hearts a favourite child. And his name is DAVID COPPERFIELD. Whether I shall turn out to be the hero of my own life, or whether that station will be held by anybody else, these pages must show. To begin my life with the beginning of my life, I record that I was born (as I have been informed and believe) on a Friday, at twelve o’clock at night. It was remarked that the clock began to strike, and I began to cry, simultaneously.",-2.1252561610373077
4517,Ethan Frome,Edith Wharton,5447," I had the story, bit by bit, from various people, and, as generally happens in such cases, each time it was a different story. If you know Starkfield, Massachusetts, you know the post-office. If you know the post-office you must have seen Ethan Frome drive up to it, drop the reins on his hollow-backed bay and drag himself across the brick pavement to the white colonnade; and you must have asked who he was. It was there that, several years ago, I saw him for the first time; and the sight pulled me up sharp. Even then he was the most striking figure in Starkfield, though he was but the ruin of a man. It was not so much his great height that marked him, for the “natives” were easily singled out by their lank longitude from the stockier foreign breed: it was the careless powerful look he had, in spite of a lameness checking each step like the jerk of a chain. There was something bleak and unapproachable in his face, and he was so stiffened and grizzled that I took him for an old man and was surprised to hear that he was not more than fifty-two. I had this from Harmon Gow, who had driven the stage from Bettsbridge to Starkfield in pre-trolley days and knew the chronicle of all the families on his line. “He's looked that way ever since he had his smash-up; and that's twenty-four years ago come next February,” Harmon threw out between reminiscent pauses. The “smash-up” it was—I gathered from the same informant—which, besides drawing the red gash across Ethan Frome's forehead, had so shortened and warped his right side that it cost him a visible effort to take the few steps from his buggy to the post-office window. He used to drive in from his farm every day at about noon, and as that was my own hour for fetching my mail I often passed him in the porch or stood beside him while we waited on the motions of the distributing hand behind the grating. I noticed that, though he came so punctually, he seldom received anything but a copy of the Bettsbridge Eagle, which he put without a glance into his sagging pocket. At intervals, however, the post-master would hand him an envelope addressed to Mrs. Zenobia—or Mrs. Zeena—Frome, and usually bearing conspicuously in the upper left-hand corner the address of some manufacturer of patent medicine and the name of his specific. These documents my neighbour would also pocket without a glance, as if too much used to them to wonder at their number and variety, and would then turn away with a silent nod to the post-master. Every one in Starkfield knew him and gave him a greeting tempered to his own grave mien; but his taciturnity was respected and it was only on rare occasions that one of the older men of the place detained him for a word. When this happened he would listen quietly, his blue eyes on the speaker's face, and answer in so low a tone that his words never reached me; then he would climb stiffly into his buggy, gather up the reins in his left hand and drive slowly away in the direction of his farm. “It was a pretty bad smash-up?” I questioned Harmon, looking after Frome's retreating figure, and thinking how gallantly his lean brown head, with its shock of light hair, must have sat on his strong shoulders before they were bent out of shape. “Wust kind,” my informant assented. “More'n enough to kill most men. But the Fromes are tough. Ethan'll likely touch a hundred.” “Good God!” I exclaimed. At the moment Ethan Frome, after climbing to his seat, had leaned over to assure himself of the security of a wooden box—also with a druggist's label on it—which he had placed in the back of the buggy, and I saw his face as it probably looked when he thought himself alone. “That man touch a hundred? He looks as if he was dead and in hell now!” Harmon drew a slab of tobacco from his pocket, cut off a wedge and pressed it into the leather pouch of his cheek. “Guess he's been in Starkfield too many winters. Most of the smart ones get away.”",-1.4864747073407785
8800,An Index of The Divine Comedy by Dante,Dante Alighieri,5371," This is a multi volume index file The index has links to all volumes. Follow these instructions if you would like to have your own copy of this index and all the volumes of DANTE'S DIVINE COMEDY, on your hard disk. Doing so will allow this index to be used with all the many links to the volumes and chapters when you are not connected to the internet: 1. Click on the DOWNLOAD button at the top of this file to download the zipped file package to whatever download directory you have set up for your computer. When using the index or any of the files you may use the BACK button to return from any link.",-0.747017048058694
11030,"Incidents in the Life of a Slave Girl, Written by Herself",Harriet A. Jacobs,5322," [Transcriberâs note: The spelling irregularities of the original have been retained in this etext.] A Woman Of North Carolina. âRise up, ye women that are at ease! Hear my voice, ye careless daughters! Give ear unto my speech.â Isaiah xxxii. 9. Edited By L. Maria Child. Boston: Published For The Author. Reader be assured this narrative is no fiction. I am aware that some of my adventures may seem incredible; but they are, nevertheless, strictly true. I have not exaggerated the wrongs inflicted by Slavery; on the contrary, my descriptions fall far short of the facts. I have concealed the names of places, and given persons fictitious names. I had no motive for secrecy on my own account, but I deemed it kind and considerate towards others to pursue this course. I wish I were more competent to the task I have undertaken. But I trust my readers will excuse deficiencies in consideration of circumstances. I was born and reared in Slavery; and I remained in a Slave State twenty-seven years. Since I have been at the North, it has been necessary for me to work diligently for my own support, and the education of my children. This has not left me much leisure to make up for the loss of early opportunities to improve myself; and it has compelled me to write these pages at irregular intervals, whenever I could snatch an hour from household duties. When I first arrived in Philadelphia, Bishop Paine advised me to publish a sketch of my life, but I told him I was altogether incompetent to such an undertaking. Though I have improved my mind somewhat since that time, I still remain of the same opinion; but I trust my motives will excuse what might otherwise seem presumptuous. I have not written my experiences in order to attract attention to myself; on the contrary, it would have been more pleasant to me to have been silent about my own history. Neither do I care to excite sympathy for my own sufferings. But I do earnestly desire to arouse the women of the North to a realizing sense of the condition of two millions of women at the South, still in bondage, suffering what I suffered, and most of them far worse. I want to add my testimony to that of abler pens to convince the people of the Free States what Slavery really is. Only by experience can any one realize how deep, and dark, and foul is that pit of abominations. May the blessing of God rest on this imperfect effort in behalf of my persecuted people! The author of the following autobiography is personally known to me, and her conversation and manners inspire me with confidence. During the last seventeen years, she has lived the greater part of the time with a distinguished family in New York, and has so deported herself as to be highly esteemed by them. This fact is sufficient, without further credentials of her character. I believe those who know her will not be disposed to doubt her veracity, though some incidents in her story are more romantic than fiction.",-2.850805310224639
42108,"The Slang Dictionary: Etymological, Historical and Andecdotal",John Camden Hotten,5238," [i] [ii] A CADGERâS MAP OF A BEGGING DISTRICT. [iii] âTHE WEDGEâ AND THE âWOODEN SPOON.â A NEW IMPRESSION In conclusion, it is but fair for me to thank, as strongly as weak words will permit, those gentlemen who have in various ways assisted me. To two of them, who are well known in the world of literature, and who have not only aided me with advice, but have placed many new words and etymologies at my service, I am under particular obligation. With this I beg to subscribe myself, the readerâs most obedient servant, The Editor. The Publishers will be much obliged by the receipt of any cant, slang, or vulgar words not mentioned in the Dictionary. The probable origin, or etymology, of any fashionable or unfashionable vulgarism, will also be received with thanks. [x]",-1.760854591504841
140,The Jungle,Upton Sinclair,5233," It was four o’clock when the ceremony was over and the carriages began to arrive. There had been a crowd following all the way, owing to the exuberance of Marija Berczynskas. The occasion rested heavily upon Marija’s broad shoulders—it was her task to see that all things went in due form, and after the best home traditions; and, flying wildly hither and thither, bowling every one out of the way, and scolding and exhorting all day with her tremendous voice, Marija was too eager to see that others conformed to the proprieties to consider them herself. She had left the church last of all, and, desiring to arrive first at the hall, had issued orders to the coachman to drive faster. When that personage had developed a will of his own in the matter, Marija had flung up the window of the carriage, and, leaning out, proceeded to tell him her opinion of him, first in Lithuanian, which he did not understand, and then in Polish, which he did. Having the advantage of her in altitude, the driver had stood his ground and even ventured to attempt to speak; and the result had been a furious altercation, which, continuing all the way down Ashland Avenue, had added a new swarm of urchins to the cortege at each side street for half a mile. “Z. Graiczunas, Pasilinksminimams darzas. Vynas. Sznapsas. Wines and Liquors. Union Headquarters”—that was the way the signs ran. The reader, who perhaps has never held much converse in the language of far-off Lithuania, will be glad of the explanation that the place was the rear room of a saloon in that part of Chicago known as “back of the yards.” This information is definite and suited to the matter of fact; but how pitifully inadequate it would have seemed to one who understood that it was also the supreme hour of ecstasy in the life of one of God’s gentlest creatures, the scene of the wedding feast and the joy-transfiguration of little Ona Lukoszaite! Ona was blue-eyed and fair, while Jurgis had great black eyes with beetling brows, and thick black hair that curled in waves about his ears—in short, they were one of those incongruous and impossible married couples with which Mother Nature so often wills to confound all prophets, before and after. Jurgis could take up a two-hundred-and-fifty-pound quarter of beef and carry it into a car without a stagger, or even a thought; and now he stood in a far corner, frightened as a hunted animal, and obliged to moisten his lips with his tongue each time before he could answer the congratulations of his friends. The room is about thirty feet square, with whitewashed walls, bare save for a calendar, a picture of a race horse, and a family tree in a gilded frame. To the right there is a door from the saloon, with a few loafers in the doorway, and in the corner beyond it a bar, with a presiding genius clad in soiled white, with waxed black mustaches and a carefully oiled curl plastered against one side of his forehead. In the opposite corner are two tables, filling a third of the room and laden with dishes and cold viands, which a few of the hungrier guests are already munching. At the head, where sits the bride, is a snow-white cake, with an Eiffel tower of constructed decoration, with sugar roses and two angels upon it, and a generous sprinkling of pink and green and yellow candies. Beyond opens a door into the kitchen, where there is a glimpse to be had of a range with much steam ascending from it, and many women, old and young, rushing hither and thither. In the corner to the left are the three musicians, upon a little platform, toiling heroically to make some impression upon the hubbub; also the babies, similarly occupied, and an open window whence the populace imbibes the sights and sounds and odors. So, with laughter and shouts and endless badinage and merriment, the guests take their places. The young men, who for the most part have been huddled near the door, summon their resolution and advance; and the shrinking Jurgis is poked and scolded by the old folks until he consents to seat himself at the right hand of the bride. The two bridesmaids, whose insignia of office are paper wreaths, come next, and after them the rest of the guests, old and young, boys and girls. The spirit of the occasion takes hold of the stately bartender, who condescends to a plate of stewed duck; even the fat policeman—whose duty it will be, later in the evening, to break up the fights—draws up a chair to the foot of the table. And the children shout and the babies yell, and every one laughs and sings and chatters—while above all the deafening clamor Cousin Marija shouts orders to the musicians. The musicians—how shall one begin to describe them? All this time they have been there, playing in a mad frenzy—all of this scene must be read, or said, or sung, to music. It is the music which makes it what it is; it is the music which changes the place from the rear room of a saloon in back of the yards to a fairy place, a wonderland, a little corner of the high mansions of the sky. The little person who leads this trio is an inspired man. His fiddle is out of tune, and there is no rosin on his bow, but still he is an inspired man—the hands of the muses have been laid upon him. He plays like one possessed by a demon, by a whole horde of demons. You can feel them in the air round about him, capering frenetically; with their invisible feet they set the pace, and the hair of the leader of the orchestra rises on end, and his eyeballs start from their sockets, as he toils to keep up with them. Tamoszius Kuszleika is his name, and he has taught himself to play the violin by practicing all night, after working all day on the “killing beds.” He is in his shirt sleeves, with a vest figured with faded gold horseshoes, and a pink-striped shirt, suggestive of peppermint candy. A pair of military trousers, light blue with a yellow stripe, serve to give that suggestion of authority proper to the leader of a band. He is only about five feet high, but even so these trousers are about eight inches short of the ground. You wonder where he can have gotten them or rather you would wonder, if the excitement of being in his presence left you time to think of such things. For he is an inspired man. Every inch of him is inspired—you might almost say inspired separately. He stamps with his feet, he tosses his head, he sways and swings to and fro; he has a wizened-up little face, irresistibly comical; and, when he executes a turn or a flourish, his brows knit and his lips work and his eyelids wink—the very ends of his necktie bristle out. And every now and then he turns upon his companions, nodding, signaling, beckoning frantically—with every inch of him appealing, imploring, in behalf of the muses and their call. For they are hardly worthy of Tamoszius, the other two members of the orchestra. The second violin is a Slovak, a tall, gaunt man with black-rimmed spectacles and the mute and patient look of an overdriven mule; he responds to the whip but feebly, and then always falls back into his old rut. The third man is very fat, with a round, red, sentimental nose, and he plays with his eyes turned up to the sky and a look of infinite yearning. He is playing a bass part upon his cello, and so the excitement is nothing to him; no matter what happens in the treble, it is his task to saw out one long-drawn and lugubrious note after another, from four o’clock in the afternoon until nearly the same hour next morning, for his third of the total income of one dollar per hour.",-2.1418422591782753
1998,Thus Spake Zarathustra: A Book for All and None,Friedrich Wilhelm Nietzsche,5210," PG Editor’s Note: Archaic spelling and punctuation usages have not been changed from the original. I particular, quotations are often not closed for several paragraphs. “Zarathustra” is my brother’s most personal work; it is the history of his most individual experiences, of his friendships, ideals, raptures, bitterest disappointments and sorrows. Above it all, however, there soars, transfiguring it, the image of his greatest hopes and remotest aims. My brother had the figure of Zarathustra in his mind from his very earliest youth: he once told me that even as a child he had dreamt of him. At different periods in his life, he would call this haunter of his dreams by different names; “but in the end,” he declares in a note on the subject, “I had to do a PERSIAN the honour of identifying him with this creature of my fancy. Persians were the first to take a broad and comprehensive view of history. Every series of evolutions, according to them, was presided over by a prophet; and every prophet had his ‘Hazar,’—his dynasty of a thousand years.” All Zarathustra’s views, as also his personality, were early conceptions of my brother’s mind. Whoever reads his posthumously published writings for the years 1869-82 with care, will constantly meet with passages suggestive of Zarathustra’s thoughts and doctrines. For instance, the ideal of the Superman is put forth quite clearly in all his writings during the years 1873-75; and in “We Philologists”, the following remarkable observations occur:— “How can one praise and glorify a nation as a whole?—Even among the Greeks, it was the INDIVIDUALS that counted.” “The Greeks are interesting and extremely important because they reared such a vast number of great individuals. How was this possible? The question is one which ought to be studied. “I am interested only in the relations of a people to the rearing of the individual man, and among the Greeks the conditions were unusually favourable for the development of the individual; not by any means owing to the goodness of the people, but because of the struggles of their evil instincts. “WITH THE HELP OF FAVOURABLE MEASURES GREAT INDIVIDUALS MIGHT BE REARED WHO WOULD BE BOTH DIFFERENT FROM AND HIGHER THAN THOSE WHO HERETOFORE HAVE OWED THEIR EXISTENCE TO MERE CHANCE. Here we may still be hopeful: in the rearing of exceptional men.” The notion of rearing the Superman is only a new form of an ideal Nietzsche already had in his youth, that “THE OBJECT OF MANKIND SHOULD LIE IN ITS HIGHEST INDIVIDUALS” (or, as he writes in “Schopenhauer as Educator”: “Mankind ought constantly to be striving to produce great men—this and nothing else is its duty.”) But the ideals he most revered in those days are no longer held to be the highest types of men. No, around this future ideal of a coming humanity—the Superman—the poet spread the veil of becoming. Who can tell to what glorious heights man can still ascend? That is why, after having tested the worth of our noblest ideal—that of the Saviour, in the light of the new valuations, the poet cries with passionate emphasis in “Zarathustra”: “Never yet hath there been a Superman. Naked have I seen both of them, the greatest and the smallest man:—",-3.0164256589065084
600,Notes from the Underground,Fyodor Dostoyevsky,5192," Underground* *The author of the diary and the diary itself are, of course, imaginary. Nevertheless it is clear that such persons as the writer of these notes not only may, but positively must, exist in our society, when we consider the circumstances in the midst of which our society is formed. I have tried to expose to the view of the public more distinctly than is commonly done, one of the characters of the recent past. He is one of the representatives of a generation still living. In this fragment, entitled ""Underground,"" this person introduces himself and his views, and, as it were, tries to explain the causes owing to which he has made his appearance and was bound to make his appearance in our midst. In the second fragment there are added the actual notes of this person concerning certain events in his life.--AUTHOR'S NOTE. I am a sick man.... I am a spiteful man. I am an unattractive man. I believe my liver is diseased. However, I know nothing at all about my disease, and do not know for certain what ails me. I don't consult a doctor for it, and never have, though I have a respect for medicine and doctors. Besides, I am extremely superstitious, sufficiently so to respect medicine, anyway (I am well-educated enough not to be superstitious, but I am superstitious). No, I refuse to consult a doctor from spite. That you probably will not understand. Well, I understand it, though. Of course, I can't explain who it is precisely that I am mortifying in this case by my spite: I am perfectly well aware that I cannot ""pay out"" the doctors by not consulting them; I know better than anyone that by all this I am only injuring myself and no one else. But still, if I don't consult a doctor it is from spite. My liver is bad, well--let it get worse! I have been going on like that for a long time--twenty years. Now I am forty. I used to be in the government service, but am no longer. I was a spiteful official. I was rude and took pleasure in being so. I did not take bribes, you see, so I was bound to find a recompense in that, at least. (A poor jest, but I will not scratch it out. I wrote it thinking it would sound very witty; but now that I have seen myself that I only wanted to show off in a despicable way, I will not scratch it out on purpose!) When petitioners used to come for information to the table at which I sat, I used to grind my teeth at them, and felt intense enjoyment when I succeeded in making anybody unhappy. I almost did succeed. For the most part they were all timid people--of course, they were petitioners. But of the uppish ones there was one officer in particular I could not endure. He simply would not be humble, and clanked his sword in a disgusting way. I carried on a feud with him for eighteen months over that sword. At last I got the better of him. He left off clanking it. That happened in my youth, though. But do you know, gentlemen, what was the chief point about my spite? Why, the whole point, the real sting of it lay in the fact that continually, even in the moment of the acutest spleen, I was inwardly conscious with shame that I was not only not a spiteful but not even an embittered man, that I was simply scaring sparrows at random and amusing myself by it. I might foam at the mouth, but bring me a doll to play with, give me a cup of tea with sugar in it, and maybe I should be appeased. I might even be genuinely touched, though probably I should grind my teeth at myself afterwards and lie awake at night with shame for months after. That was my way. I was lying when I said just now that I was a spiteful official. I was lying from spite. I was simply amusing myself with the petitioners and with the officer, and in reality I never could become spiteful. I was conscious every moment in myself of many, very many elements absolutely opposite to that. I felt them positively swarming in me, these opposite elements. I knew that they had been swarming in me all my life and craving some outlet from me, but I would not let them, would not let them, purposely would not let them come out. They tormented me till I was ashamed: they drove me to convulsions and--sickened me, at last, how they sickened me! Now, are not you fancying, gentlemen, that I am expressing remorse for something now, that I am asking your forgiveness for something? I am sure you are fancying that ... However, I assure you I do not care if you are.... It was not only that I could not become spiteful, I did not know how to become anything; neither spiteful nor kind, neither a rascal nor an honest man, neither a hero nor an insect. Now, I am living out my life in my corner, taunting myself with the spiteful and useless consolation that an intelligent man cannot become anything seriously, and it is only the fool who becomes anything. Yes, a man in the nineteenth century must and morally ought to be pre-eminently a characterless creature; a man of character, an active man is pre-eminently a limited creature. That is my conviction of forty years. I am forty years old now, and you know forty years is a whole lifetime; you know it is extreme old age. To live longer than forty years is bad manners, is vulgar, immoral. Who does live beyond forty? Answer that, sincerely and honestly I will tell you who do: fools and worthless fellows. I tell all old men that to their face, all these venerable old men, all these silver-haired and reverend seniors! I tell the whole world that to its face! I have a right to say so, for I shall go on living to sixty myself. To seventy! To eighty! ... Stay, let me take breath ... You imagine no doubt, gentlemen, that I want to amuse you. You are mistaken in that, too. I am by no means such a mirthful person as you imagine, or as you may imagine; however, irritated by all this babble (and I feel that you are irritated) you think fit to ask me who I am--then my answer is, I am a collegiate assessor. I was in the service that I might have something to eat (and solely for that reason), and when last year a distant relation left me six thousand roubles in his will I immediately retired from the service and settled down in my corner. I used to live in this corner before, but now I have settled down in it. My room is a wretched, horrid one in the outskirts of the town. My servant is an old country-woman, ill-natured from stupidity, and, moreover, there is always a nasty smell about her. I am told that the Petersburg climate is bad for me, and that with my small means it is very expensive to live in Petersburg. I know all that better than all these sage and experienced counsellors and monitors.... But I am remaining in Petersburg; I am not going away from Petersburg! I am not going away because ... ech! Why, it is absolutely no matter whether I am going away or not going away. But what can a decent man speak of with most pleasure?",-2.4754334384600027
521,The Life and Adventures of Robinson Crusoe,Daniel Defoe,5147," I was born in the year 1632, in the city of York, of a good family, though not of that country, my father being a foreigner of Bremen, who settled first at Hull. He got a good estate by merchandise, and leaving off his trade, lived afterwards at York, from whence he had married my mother, whose relations were named Robinson, a very good family in that country, and from whom I was called Robinson Kreutznaer; but, by the usual corruption of words in England, we are now called—nay we call ourselves and write our name—Crusoe; and so my companions always called me. I had two elder brothers, one of whom was lieutenant-colonel to an English regiment of foot in Flanders, formerly commanded by the famous Colonel Lockhart, and was killed at the battle near Dunkirk against the Spaniards. What became of my second brother I never knew, any more than my father or mother knew what became of me. Being the third son of the family and not bred to any trade, my head began to be filled very early with rambling thoughts. My father, who was very ancient, had given me a competent share of learning, as far as house-education and a country free school generally go, and designed me for the law; but I would be satisfied with nothing but going to sea; and my inclination to this led me so strongly against the will, nay, the commands of my father, and against all the entreaties and persuasions of my mother and other friends, that there seemed to be something fatal in that propensity of nature, tending directly to the life of misery which was to befall me. My father, a wise and grave man, gave me serious and excellent counsel against what he foresaw was my design. He called me one morning into his chamber, where he was confined by the gout, and expostulated very warmly with me upon this subject. He asked me what reasons, more than a mere wandering inclination, I had for leaving father’s house and my native country, where I might be well introduced, and had a prospect of raising my fortune by application and industry, with a life of ease and pleasure. He told me it was men of desperate fortunes on one hand, or of aspiring, superior fortunes on the other, who went abroad upon adventures, to rise by enterprise, and make themselves famous in undertakings of a nature out of the common road; that these things were all either too far above me or too far below me; that mine was the middle state, or what might be called the upper station of low life, which he had found, by long experience, was the best state in the world, the most suited to human happiness, not exposed to the miseries and hardships, the labour and sufferings of the mechanic part of mankind, and not embarrassed with the pride, luxury, ambition, and envy of the upper part of mankind. He told me I might judge of the happiness of this state by this one thing—viz. that this was the state of life which all other people envied; that kings have frequently lamented the miserable consequence of being born to great things, and wished they had been placed in the middle of the two extremes, between the mean and the great; that the wise man gave his testimony to this, as the standard of felicity, when he prayed to have neither poverty nor riches. He bade me observe it, and I should always find that the calamities of life were shared among the upper and lower part of mankind, but that the middle station had the fewest disasters, and was not exposed to so many vicissitudes as the higher or lower part of mankind; nay, they were not subjected to so many distempers and uneasinesses, either of body or mind, as those were who, by vicious living, luxury, and extravagances on the one hand, or by hard labour, want of necessaries, and mean or insufficient diet on the other hand, bring distemper upon themselves by the natural consequences of their way of living; that the middle station of life was calculated for all kind of virtue and all kind of enjoyments; that peace and plenty were the handmaids of a middle fortune; that temperance, moderation, quietness, health, society, all agreeable diversions, and all desirable pleasures, were the blessings attending the middle station of life; that this way men went silently and smoothly through the world, and comfortably out of it, not embarrassed with the labours of the hands or of the head, not sold to a life of slavery for daily bread, nor harassed with perplexed circumstances, which rob the soul of peace and the body of rest, nor enraged with the passion of envy, or the secret burning lust of ambition for great things; but, in easy circumstances, sliding gently through the world, and sensibly tasting the sweets of living, without the bitter; feeling that they are happy, and learning by every day’s experience to know it more sensibly. After this he pressed me earnestly, and in the most affectionate manner, not to play the young man, nor to precipitate myself into miseries which nature, and the station of life I was born in, seemed to have provided against; that I was under no necessity of seeking my bread; that he would do well for me, and endeavour to enter me fairly into the station of life which he had just been recommending to me; and that if I was not very easy and happy in the world, it must be my mere fate or fault that must hinder it; and that he should have nothing to answer for, having thus discharged his duty in warning me against measures which he knew would be to my hurt; in a word, that as he would do very kind things for me if I would stay and settle at home as he directed, so he would not have so much hand in my misfortunes as to give me any encouragement to go away; and to close all, he told me I had my elder brother for an example, to whom he had used the same earnest persuasions to keep him from going into the Low Country wars, but could not prevail, his young desires prompting him to run into the army, where he was killed; and though he said he would not cease to pray for me, yet he would venture to say to me, that if I did take this foolish step, God would not bless me, and I should have leisure hereafter to reflect upon having neglected his counsel when there might be none to assist in my recovery. I observed in this last part of his discourse, which was truly prophetic, though I suppose my father did not know it to be so himself—I say, I observed the tears run down his face very plentifully, especially when he spoke of my brother who was killed: and that when he spoke of my having leisure to repent, and none to assist me, he was so moved that he broke off the discourse, and told me his heart was so full he could say no more to me. I was sincerely affected with this discourse, and, indeed, who could be otherwise? and I resolved not to think of going abroad any more, but to settle at home according to my father’s desire. But alas! a few days wore it all off; and, in short, to prevent any of my father’s further importunities, in a few weeks after I resolved to run quite away from him. However, I did not act quite so hastily as the first heat of my resolution prompted; but I took my mother at a time when I thought her a little more pleasant than ordinary, and told her that my thoughts were so entirely bent upon seeing the world that I should never settle to anything with resolution enough to go through with it, and my father had better give me his consent than force me to go without it; that I was now eighteen years old, which was too late to go apprentice to a trade or clerk to an attorney; that I was sure if I did I should never serve out my time, but I should certainly run away from my master before my time was out, and go to sea; and if she would speak to my father to let me go one voyage abroad, if I came home again, and did not like it, I would go no more; and I would promise, by a double diligence, to recover the time that I had lost. This put my mother into a great passion; she told me she knew it would be to no purpose to speak to my father upon any such subject; that he knew too well what was my interest to give his consent to anything so much for my hurt; and that she wondered how I could think of any such thing after the discourse I had had with my father, and such kind and tender expressions as she knew my father had used to me; and that, in short, if I would ruin myself, there was no help for me; but I might depend I should never have their consent to it; that for her part she would not have so much hand in my destruction; and I should never have it to say that my mother was willing when my father was not. Though my mother refused to move it to my father, yet I heard afterwards that she reported all the discourse to him, and that my father, after showing a great concern at it, said to her, with a sigh, “That boy might be happy if he would stay at home; but if he goes abroad, he will be the most miserable wretch that ever was born: I can give no consent to it.”",-2.2816678901736216
